id	queue_id	objective	template	state	brief	budget_used	budget	summary	created_at	updated_at
1	1	Create a novel manuscript of about 10000 words in 10 chapters at stories/structural-trial-20260704. First write a structural settings document with premise, world rules, cast, timeline, motifs, chapter architecture, and continuity facts. Then write the manuscript chapters as finished prose. Use original English fiction. Avoid TODO, placeholder text, and notes to self. Ensure the manuscript files total at least 10000 words.	manuscript	open	manuscript at stories/structural-trial-20260704	2	50		unix:1783138917.732727844Z	unix:1783141885.459075233Z
